IDX,발화자,발화문,인텐트,상담번호,상담내순번
110488,c,왼쪽이 안 들려요. 환불 가능할까요?,교환|반품|환불_일반_질문,388480,1
110489,s,번거로우시겠지만 환불접수주시면 로젠택배 통해 상품 회수 및 검수 후환 불 진행도와 드리겠습니다.,교환|반품|환불_일반_질문,388480,2
110490,c,TV와 스피커랑 연결하기 위해서 4각 각각인 광케이블 제품을 구매했는데 저희 TV와 스피커가 동굴 형 광케이블이 필요하네요. 4 각광 케이블을 동굴 형 광케이블로 변경 교환이 가능할까요?,교환|반품|환불_일반_질문,152350,1
110491,s,저희 쪽에서는 변환 젠더는 준비되어 있지 않습니다.,교환|반품|환불_일반_질문,152350,2
110492,c,"펜팁 보상되는지 모르고 먼저 구매해버렸어요. 펜팁 가격만 환불받고, 나중에 펜이랑 펜케이스만 받을 수 있울까요?",교환|반품|환불_일반_질문,97499,1
110493,s,그렇게는 어려우실 것 같습니다.,교환|반품|환불_일반_질문,97499,2
110494,c,교환신청 접수된 건가요?,교환|반품|환불_일반_질문,237013,1
110495,s,불량 맞교환 처리로 바로 교환 처리해드렸습니다. 불량 제품 회수는 교환제품 배송해주시는 기사님이하실수도 있고 따로 하실 수도 있습니다.,교환|반품|환불_일반_질문,237013,2
110496,c,며칠 전에 아이폰8액정을 구입하여 교체 완료하였는데 몇 시간 후부터 액정에 여러 개의 줄이 생겼습니다. 제품 교환이 가능할 런지요?,교환|반품|환불_일반_질문,256996,1
110497,s,작업 중 제품의 파손으로 인한 문제라면 교환 환불 불가. 파손이 없는데도 해당 문제가 발생된다면 교환 가능합니다.,교환|반품|환불_일반_질문,256996,2
110498,c,어제 반품 배송 완료되었는데 상품 받으면 연락해줘야 하는 거 아닌가요?,교환|반품|환불_일반_질문,164812,1
110499,s,반품 보내어 주신 제품 확인하여 반품 완료 드렸습니다.,교환|반품|환불_일반_질문,164812,2
110500,c,아니 속박스테 잎갈라져 있고 안에 스크래치가 몇 개나 나 있고 긁힌 자국 있고 이건 분명 누가 먼저 뜯어보고 반품한 것 같은데 뭐하는 겁니까?,교환|반품|환불_일반_질문,201032,1
110501,s,1:1 톡으로 상담 진행하였던 상담원입니다. 저희 시스템 상반품 또는 입고되었던 제품이 발송될 수 없는 시스템입니다. 고객님께서 받으신 제품은 입고되는 대로 철저하게 확인하여 다시는 그런 일 없도록 조치하겠습니다.,교환|반품|환불_일반_질문,201032,2
110502,c,이미 집 쓰레기통에 버려버렸는데 집 가서 다시 뒤져서 반품해야 하는 건가요?,교환|반품|환불_일반_질문,369638,1
110503,s,받으신 상품이 없으시면 반품이 어렵습니다. 양해 부탁드립니다.,교환|반품|환불_일반_질문,369638,2
110504,c,교환 가능할까요?,교환|반품|환불_일반_질문,260513,1
110505,s,제품 포장 훼손이 되지 않고 제품을 사용하지 않으셨으면 교환은 가능합니다.,교환|반품|환불_일반_질문,260513,2
110506,c,사은품들도 같이 넣어야 하나요?,교환|반품|환불_일반_질문,236314,1
110507,s,제가 오늘 재발송해드리면 오시는 택배기사님한테 불량난 제품 보내주시구요.,교환|반품|환불_일반_질문,236314,2
110508,c,1+1+1로 5핀 샀는데 한 개만 불량인데 어떻게 교환 하나요?,교환|반품|환불_일반_질문,365784,1
110509,s,불량 상품 수거 없이 재발송하겠으며 교환신청 철회 부탁드리겠습니다.,교환|반품|환불_일반_질문,365784,2
110510,c,맥시를 샀어야 하는데 비싼 게 좋은 건 줄 알고 잘못 시켰네요 프로는 과충전방지가 안 되는 걸 몰랐는데 이거 교환 가능한가요?,교환|반품|환불_일반_질문,213688,1
110511,s,해당 제품의 기존 포장을 제거하지 않은 상태 및 상품 사용 흔적이 없는 경우 교환 처리가 가능하시나 상품을 개봉하신 경우 재판매가 불가하여 교환 처리가 어려운 점 양해 바랍니다.,교환|반품|환불_일반_질문,213688,2
110512,c,사용한 지사일째인데 팬에서 딱딱 소음이 심해서 작동을 하지 못할 정도네요 일주일 내 문제 생기면 교환되는 거죠?,교환|반품|환불_일반_질문,315262,1
110513,s,차후 추가적으로 문의사항이 생기시면 상품 문의 접수해주세요. 문의 해주셔서 감사드립 니다.,교환|반품|환불_일반_질문,315262,2
110514,c,저교환 요청했는데 취소된 건가요 교환 처리된 건가요?,교환|반품|환불_일반_질문,412129,1
110515,s,교환 출고 오늘 해드리겠습니다.,교환|반품|환불_일반_질문,412129,2
110516,c,환불해주시 던지 교환해주세요 오피스 365를 누가 써요?,교환|반품|환불_일반_질문,402261,1
110517,s,제품 특성상 오픈되어 발송된 제품키는 회수가 어렵습니다. 죄송하지만 교환 및 환불이 어렵습니다.,교환|반품|환불_일반_질문,402261,2
110518,c,"무료체험 후 혹시 반품한다면, 걸레랑 일회용 티슈 등 등 사용했어도 그대로 처음 박스 포장해서 돌려드리면 되나요?",교환|반품|환불_일반_질문,334689,1
110519,s,사용하신 패드 포함 전체 구성으로 반품해주시면 되십니다.,교환|반품|환불_일반_질문,334689,2
110520,c,같은 상품으로만 교환된다는 말이 어디에 있습니까?,교환|반품|환불_일반_질문,264688,1
110521,s,고객님께서 배송비 결재하신 부분은 확인이 되었습니다.,교환|반품|환불_일반_질문,264688,2
110522,c,핑크색 1.5M 로 2개시켰는데 하나는 2MC 타입으로 바꿀 수 있나요?,교환|반품|환불_일반_질문,350227,1
110523,s,주문 또는 옵션 수정은 어려운 점 양해 바랍니다.,교환|반품|환불_일반_질문,350227,2
110524,c,듀얼 채널 아니면 바로 환불해주는 겁니까?,교환|반품|환불_일반_질문,103120,1
110525,s,입고 전에 확답드리기 어려워 그렇게 안내해드린 것 같습니다. 듀얼 채널로 인식되는 게 맞습니다.,교환|반품|환불_일반_질문,103120,2
110526,c,삼성 프린터샀을 때 번들된 토너를 반납하면 되나요?,교환|반품|환불_일반_질문,101674,1
110527,s,네 반납 가능하십니다. 즐거운 하루 되셔요.,교환|반품|환불_일반_질문,101674,2
110528,c,환불 제품을 환불하고 싶은데 가능한가요?,교환|반품|환불_일반_질문,290551,1
110529,s,해당 상품은 개통되게 되면 재판매가 불가능하기 때문에 반품이 불가합니다.,교환|반품|환불_일반_질문,290551,2
110530,c,하나만 교환해야 될 것 같은데 어찌 보내면 되나요?,교환|반품|환불_일반_질문,315023,1
110531,s,물이 새거나 가습이 안 되는 경우 물보충장치의 결합 문제일 수 있습니다 본체 안쪽 흰색 플라스틱 막대 모양의 물보충장치가 파손되어 있거나 빠져 있는지 확인해서 다시 꼽아주시고 물보충마개 및 스프링은 손으로 재분리시킨 후 다시 꽉 결합해주시고 단물보충마개의 볼록한 부분이 밑으로 평평한 부분이 위를 향하도록 재설치해 주시고 스프링은 넓은 명이 위를 향하게 꼽아주시면 됩니다.,교환|반품|환불_일반_질문,315023,2
110532,c,검정색 잉크 불량으로 반품 신청했는데 기사님이 가져가셨거든요?,교환|반품|환불_일반_질문,114553,1
110533,s,월요일 날 교환발송해드리겟습니다.,교환|반품|환불_일반_질문,114553,2
110534,c,실내 키트 미설치 시 부분 환불이 되나요?,교환|반품|환불_일반_질문,131819,1
110535,s,건조기 구매 시 실내 설치키트는 증정되는 상품이며 실내 키트 미설치 시 환불 회수되지 않고 고객님께서 가지고 계셨다가 나중에 설치하셔도 되며 실내 설치키트는 배수가 되는 곳에 설치하셔도 수납장으로 사용 가능하며 건조기 상단을 약 36CM 높여 건조기 사용시 허리 사용에 부담을 덜어주는 용도로 사용 가능합니다.,교환|반품|환불_일반_질문,131819,2
110536,c,며칠 지나면 괜찮아질 줄 알았는데 계속 떠 있어요. 교환해야 하나요?,교환|반품|환불_일반_질문,367789,1
110537,s,1+1 제품으로 두 장 모두 동일 증상인지 번거로 우시더라도 재확인 부탁드리며 확인 후 반품 처리도와 드리겠습니다.,교환|반품|환불_일반_질문,367789,2
110538,c,배송 중이라 구뜨는데 요혹시 상품 아직 출고안 됐으면 그 위에 거MW23 ED 제품 126.900원짜리 루 교환될까요?,교환|반품|환불_일반_질문,421038,1
110539,s,발송된 부분으로 그대로 진행되었습니다.,교환|반품|환불_일반_질문,421038,2
110540,c,만기 시 차량 반납 꼭 해야 하나요?,교환|반품|환불_일반_질문,110626,1
110541,s,만기 시 상담원의 1:1 안내 서비스가 제공되며 상담을 통해 이용기간 연장/차량 반납/차량 매입 중 1개를 선택할 수 있습니다.만약 차량 반납을 선택한 고객이 새 차이용을 원할 경우에는 기존 이용료로 새 차이용이 가능한 업그레이드 차량 교체 서비스를 제공받을 수 있습니다.,교환|반품|환불_일반_질문,110626,2
110542,c,3장 강화유리릉 받았는데 그 중 강화유리한 장이 깨져 있는 것을 오늘 발견하였습니다. 교환 가능한가요?,교환|반품|환불_일반_질문,387356,1
110543,s,불량 상품 수거 없이 재발송하겠으며 교환신청 철회 부탁드리겠습니다.,교환|반품|환불_일반_질문,387356,2
110544,c,진회색 주문 햇는데 베이지 색깔로 보내주셨는데 반품은 안 되는 겁니까?,교환|반품|환불_일반_질문,174397,1
110545,s,교환해드릴께요.,교환|반품|환불_일반_질문,174397,2
110546,c,저렴한 가격에 구매는 잘했는데 회수를 안 해가네요?,교환|반품|환불_일반_질문,358431,1
110547,s,주문번호를 이곳에 기재 좀 꼭 해주세요. 수거접수 넣어드릴께 요.,교환|반품|환불_일반_질문,358431,2
110548,c,한 개는 잘 들리는데 한 개 둘 다 왼쪽 귀에 꽂을 수 있는 모양이네요 한 개만 환불 가능한가요?,교환|반품|환불_일반_질문,350522,1
110549,s,예가 능하십니다.,교환|반품|환불_일반_질문,350522,2
110550,c,현 제가 스오븐렌지 빌트인 사용 중인데 혹시라도 설치하러 현장 오셨을 때 사이즈가 안 맞아서 타 공비 발생이 부담되어 취소하면 환불되나요?,교환|반품|환불_일반_질문,191664,1
110551,s,제품은 설치 제품으로 설치하시기 전 취소는 가능합니다.,교환|반품|환불_일반_질문,191664,2
110552,c,노트5 전용 페이지에서 주문했는데 노트4가 왔네요. 하나는 뜻 어버렸는데 다른 하나는 교환 안 해주시나요?,교환|반품|환불_일반_질문,263221,1
110553,s,구매하신 상품의 수거접수되었으며 정상 제품으로 금일재발송하여드리겠습니다.,교환|반품|환불_일반_질문,263221,2
110554,c,케이스도 함께 보내야 하나요?,교환|반품|환불_일반_질문,155654,1
110555,s,미개봉 시 가능하며 케이스는 안보내주셔도 됩니다 방문 교환도 가능합니다.,교환|반품|환불_일반_질문,155654,2
110556,c,리필액 1+1으로 블루마린 주문했는데 한 개는 시그니처 G로 해주실 수 있나요?,교환|반품|환불_일반_질문,338823,1
110557,s,1개 제품은 시그니쳐로 변경하여 발송해 드리겠습니다.,교환|반품|환불_일반_질문,338823,2
110558,c,시키고 나서 리뷰 보니까 심각하던 데 보상 문제는 해결되는 거죠?,교환|반품|환불_일반_질문,314451,1
110559,s,올바른 사용방법으로 사용 시 안전하게 오랫동안 사용하실 수 있으며 사용설명서를 참조부탁드립니다.라텍스나 메모리폼에서 사용하실 경우 제품 훼손 및 화재 위험이 있으며 구기거나 접어서 사용하시면 안 됩니다.,교환|반품|환불_일반_질문,314451,2
110560,c,맞교환은 어려운데 해당 부분은 교환하다는 게 무슨 말이지요?,교환|반품|환불_일반_질문,324683,1
110561,s,해당 부분 상품 수거 후 반품으로 진행하며 상품 왔던 그대로 포장부탁드립니다.,교환|반품|환불_일반_질문,324683,2
110562,c,전화기를 받았는데.맞교환으로 전화기를 받았는데 CJ택배분이 전화를 수거해 가질 않았네요. 어떻게 해냐 하죠?,교환|반품|환불_일반_질문,122919,1
110563,s,택배사에 다시 한 번 회수 접수해드렸습니다.,교환|반품|환불_일반_질문,122919,2
110564,c,해피콜 때 설치 불가능하다 하면 환불 가능한가요?,교환|반품|환불_일반_질문,190560,1
110565,s,설치기사님 방문하여 상품 개봉전까지는 환불 가능합니다.,교환|반품|환불_일반_질문,190560,2
110566,c,못 받았으니 글을 올리지 받아놓고 반품 만 회수해갔다고 화내면서 글을 올리는 똘 아이가 몇이나 됩니까?,교환|반품|환불_일반_질문,322618,1
110567,s,안 내드린 부분으로 기분 상하게 해드린 점 사과드립니다. 본 제품 10일자에 배송 완료가 되어서 안내드렸던 것이었습니다.,교환|반품|환불_일반_질문,322618,2
110568,c,박스버리면 환불 안 되나요?,교환|반품|환불_일반_질문,328131,1
110569,s,소음의 경우 기계적인 소음을 제외하고는 바람 소음일 경우 제품의 불량으로 보기가 어렵습니다.,교환|반품|환불_일반_질문,328131,2
110570,c,환불요청 건 프린터 설치로 환불 불가하다 하는데 그쪽에서 토너 설치해 놓고 보내셨으면서 프린트 단 한 장도 사용 안 했는데 환불 안 된다고 소비자 보호법무시하시나요?,교환|반품|환불_일반_질문,241583,1
110571,s,토너 거 설치되어 있는 것은 삼성에서 제품 나올 때부터 그렇게 설치되어서 나옵니다.,교환|반품|환불_일반_질문,241583,2
110572,c,제품을 보내고 가져가는 것도 아니 잔아요?,교환|반품|환불_일반_질문,308802,1
110573,s,빠른 교환될 수 있도록 해드리겠습니다. 제품의 회수가 먼저 될 거 같습니다.,교환|반품|환불_일반_질문,308802,2
110574,c,환불해달라고 글 남겼는데 왜 오늘 제품이 온 거죠?,교환|반품|환불_일반_질문,85636,1
110575,s,교환으로 잘못 접수되었습니다.,교환|반품|환불_일반_질문,85636,2
110576,c,또 불량 오면 곤란합니다 그리고 밑에 댓글에 제품 하자인데도 불구하고 착불로 배송하겠다는 건 뭔 소린 가요?,교환|반품|환불_일반_질문,183166,1
110577,s,회수 제품 입고 확인 후 처리되는 점 깊은 양해부탁드립니다.,교환|반품|환불_일반_질문,183166,2
110578,c,반품했는데 아직 카드 취소 문자가 안 오네요?,교환|반품|환불_일반_질문,185038,1
110579,s,카드 취소는 고객센터에 문의주시기 바랍니다. 지금까지 ooo닷컴 상담사 oo였습니다.,교환|반품|환불_일반_질문,185038,2
110580,c,오늘 색상 4개 세트로 구매하였는데 배송하실 때 폐토너 통 좀 수거해 가주 실 수 있나요?,교환|반품|환불_일반_질문,244790,1
110581,s,요청하신 대로 폐토너 수거토록 하겟습니다. 물건 받으신 택배기사님께 전달해 주시면 저희가 회수하여 송금처리토록 하겠습니다.,교환|반품|환불_일반_질문,244790,2
110582,c,환불 대나요?,교환|반품|환불_일반_질문,361731,1
110583,s,교환/ 환불은 구매 후 14일 이내 가능하십니다. 상세정보사항 참고부탁드리겠습니다.,교환|반품|환불_일반_질문,361731,2
110584,c,상품이 배송되기도 전에 할인을 하네요 취소하고 다시 주문할 수 있을까요?,교환|반품|환불_일반_질문,93162,1
110585,s,문의 해주신 내용 안내드릴 수 있도록 하겠습니다. 구매하신 상품이 이미 출고되어 오늘 배송 예정입니다.,교환|반품|환불_일반_질문,93162,2
110586,c,제품이 불량인데 교환됩니까?,교환|반품|환불_일반_질문,230412,1
110587,s,제어판 사운드 설정에서 발란드 확인 후 다시 연결하여 확인 바랍니다.,교환|반품|환불_일반_질문,230412,2
110588,c,M.2/512 교환 시 어떤 회사의 제품으로 교환되나요?,교환|반품|환불_일반_질문,103254,1
110589,s,RAZER 공식 판매점 오세요 저희는 NVMESSD512 GB실리콘 파워 제품 사용합니다.,교환|반품|환불_일반_질문,103254,2
110590,c,8일자 에반품 건수 취하셨는데 반품 진행이 이루지질 않나요?,교환|반품|환불_일반_질문,295113,1
110591,s,주말이 끼어 반품 입고 확인이 늦어지는 점 양해 부탁드립니다. 확인되는 대로 처리도와 드리겠습니다.,교환|반품|환불_일반_질문,295113,2
110592,c,작은 새 검은색으로 구매했는데 붙이고 30분도 안 돼서 바로 떨어지는 바람에 폰 떨어뜨릴 뻔 했어요 이거 교환 가능한가요?,교환|반품|환불_일반_질문,392762,1
110593,s,불량 제품 회수 없이 우체국준 등기로 재발송해드리겠습니다.,교환|반품|환불_일반_질문,392762,2
110594,c,교환신청해서 제품은 반송되었는데 왜 교체품이 안 오죠?,교환|반품|환불_일반_질문,276939,1
110595,s,문의 해주신 제품은 16일 오전 교환상품이 발송되었으며 이르면 금일 오후 제품을 수령하실 듯합니다.,교환|반품|환불_일반_질문,276939,2
110596,c,AS 기간 및 정책이 어떻게 되나요?,교환|반품|환불_일반_질문,257310,1
110597,s,1주일 안에 불량건은 저희 쪽에서 택배 비포함에서 제품을 다시 보내드립니다.,교환|반품|환불_일반_질문,257310,2
110598,c,물건은 잘 받앗는데 반품된 물건을 우체국 아저씨가 안 가져 갓어요. 그냥 버려두되나 여?,교환|반품|환불_일반_질문,315741,1
110599,s,교환기사님과 회수기사님이 따로따로 방문하실 수 있습니다. 회수는 평일 기준 1 - 2일 이내 방문 예정이니 참고 부탁드립니다.,교환|반품|환불_일반_질문,315741,2
110600,c,강화유리 최대한 위로 붙혔는데 하단 부분들 뜸 현상 있네요 환불 처리되나요?,교환|반품|환불_일반_질문,263044,1
110601,s,해당 주문 건 구매처로 판매자 귀책으로 반품 접수 부탁드리며 제품 입고되면 구매처로 반품 완료 처리하겠습니다.,교환|반품|환불_일반_질문,263044,2
110602,c,판매자님과 직접 통화하고 싶은데 연락처가 적혀 있지 않고 연결되도 기상예보 관련 전화더라구요. 이래도 되나요?,교환|반품|환불_일반_질문,120640,1
110603,s,당일 10시 이후에 취소 건은 저희가 익날 오전에 같이 처리할 겁니다. 시스탬 자동환불 해드릴 겁니다.,교환|반품|환불_일반_질문,120640,2
110604,c,교환을 해야 할 것 같긴 한데 외장하드 인식과 파일이동은 일단 되니 그래도 마음이 불편해 왠만 하면 교환을 했으면 하는데 가능할까요?,교환|반품|환불_일반_질문,180864,1
110605,s,원격으로 점검해 드린 것처럼 내장하드디스크인 시게이트 제품에 배드섹터가 있어 속도가 느린 현상이 있으니 내장하드는 빨리 교환을 받아보시기 바랍니다.,교환|반품|환불_일반_질문,180864,2
110606,c,천공한 제품도 교환 가능한가요?,교환|반품|환불_일반_질문,133576,1
110607,s,천공한 제품은 맞교환되지 않습니다. 완제품으로 구매하셔야 합니다.,교환|반품|환불_일반_질문,133576,2
110608,c,교환이 되나요?,교환|반품|환불_일반_질문,328732,1
110609,s,수거 없이 재발송 처리해드리겠습니다.,교환|반품|환불_일반_질문,328732,2
110610,c,교환 물품 언제 오나요?,교환|반품|환불_일반_질문,410627,1
110611,s,교환상품이 아직 회수전으로 회수가 완료되면 검수 후 교환상품 출고됩니다.,교환|반품|환불_일반_질문,410627,2
110612,c,4번 7 컬러 광센서 이 제품인데 설마 교환할 때 대시보드에 붙인 것까지 때 서 교환해야 하는 건 아니겠죠?,교환|반품|환불_일반_질문,396293,1
110613,s,건전지 교체 후 다시 한 번 보시고 문제 있으면 글을 다시 한번 남겨주세요.,교환|반품|환불_일반_질문,396293,2
110614,c,배터리액이 새 도 교환을 안 해주네요?,교환|반품|환불_일반_질문,358407,1
110615,s,상세 페이지 참고 바랍니다.,교환|반품|환불_일반_질문,358407,2
110616,c,끝까지 참 환불만 해주면 끝이에요?,교환|반품|환불_일반_질문,155996,1
110617,s,대한통운 수거지시하겠습니다 개봉하지 마시고 기사님 방문하시면 보내주십시요.,교환|반품|환불_일반_질문,155996,2
110618,c,취소한다는데 왜 출고하세요?,교환|반품|환불_일반_질문,323177,1
110619,s,제품이 이미 오전 일찍 들어와서 차량 이동으로 본사에 들어갔습니다. 그러므로 지금 바로 처리가 어렵습니다.,교환|반품|환불_일반_질문,323177,2
110620,c,삼성 정품 케이블로 테스트해봤는데 안 되네요 교환되나요?,교환|반품|환불_일반_질문,338780,1
110621,s,제품 회수 접수도와 드렸으며 배송받은 주소지로 1 - 3일 내 기사님 방문 시 제품 포장하여 전달부탁드립니다.,교환|반품|환불_일반_질문,338780,2
110622,c,왜 취소?,교환|반품|환불_일반_질문,370427,1
110623,s,기재오류로 가격이 잘못 나와 있어서 취소 처리되오니 양해 부탁드립니다.,교환|반품|환불_일반_질문,370427,2
110624,c,교환 제품도 다시 통신 등록해서 보내주시는 거죠?,교환|반품|환불_일반_질문,357275,1
110625,s,무리하게 떼지 마시고 그냥 보내주셔도 됩니다. 교환하여 발송할 때 제품 등록까지 해서 발송해 드릴게요.,교환|반품|환불_일반_질문,357275,2
110626,c,LPG인데 LNG를 사버렸어요 똑같은 디자인 LPG용으로 교환 가능한가요?,교환|반품|환불_일반_질문,202640,1
110627,s,개봉 및 미사용 일시 교환 및 반품이 가능합니다.,교환|반품|환불_일반_질문,202640,2
110628,c,무선세트를 주문한다는 게 유선으로 주문했는데 교환이 가능한가요?,교환|반품|환불_일반_질문,224783,1
110629,s,제품 교환은 가능하시고 배송비와 제품 차액을 제품 안에 동봉하시거나 저희 쪽으로 입금해주시면 무선제품으로 교환 가능하시니 원하시는 방법으로 교환신청해주시기 바랍니다.,교환|반품|환불_일반_질문,224783,2
110630,c,유리필름 시킨 것 중에 세장 중 하나가 먼지 같은 게 박혀서 왔는데 안 빠져요 급해서 하나 쓰긴 했는데 이 경우엔 교환 안 되죠?,교환|반품|환불_일반_질문,349310,1
110631,s,불량이 발생한 제품 추가 발송 처리하도록 하겠습니다.,교환|반품|환불_일반_질문,349310,2
110632,c,공회전하는 거 확인차 들어와서 보다가 이런저런 글을 보 구제 것도 확인해보니 아예 다이얼 부분에 기스도 나 있구 너무 찝찝해서 반품요청합니다 상품 검수 안 하고 보내시는 건가요?,교환|반품|환불_일반_질문,196893,1
110633,s,반품요청 확인되었습니다. 회수 후환 불 진행하도록 하겠습니다.,교환|반품|환불_일반_질문,196893,2
110634,c,여기 보니 이런 불량 증상이 많네요. 교환 처리는 어떻게 하며 되나요?,교환|반품|환불_일반_질문,237034,1
110635,s,택배 회수 신청을 하였으며 택배기사님이 회수하러 방문하시면 택배 배송이 가능하도록 포장하셔서 초기 불량 제품을 전달해주시기 바랍니다.,교환|반품|환불_일반_질문,237034,2
110636,c,맞교환 반품 신청 온수통 맞교환이랑 커버 반품 신청된 건가요 가지러올 때까지 기다리면 되나요?,교환|반품|환불_일반_질문,324771,1
110637,s,매트 커버만 반품 접수하였습니다. 죄송하지만 온수통은 현재 일월 업무가 종료되어 월요일 맞교환 접수해드리겠습니다.,교환|반품|환불_일반_질문,324771,2
110638,c,리모콘이 작동이 안 되는데 교환 가능한가요?,교환|반품|환불_일반_질문,343368,1
110639,s,고객님께서 제품 수령하신지 보름 정도 되신 것 같습니다. 리모컨은 소모품으로 별도 구매하셔야 합니다만  1회에 한하여 리모컨만 별도로 발송해 드리도록 하겠습니다.,교환|반품|환불_일반_질문,343368,2
110640,c,부모님 집에 설치 불가라다시 가져가셨어요 반품 신청해야 하나요?,교환|반품|환불_일반_질문,133424,1
110641,s,반품 사유 구매하고 싶지 않거나 색상 사이즈 잘못 선택 전달방법 직접 전달할 게요 반품 배송비 박스에 동봉체크해 주시면 처리도와드리겠습니다.,교환|반품|환불_일반_질문,133424,2
110642,c,배송 중인데 반품 신청을 했거든요?,교환|반품|환불_일반_질문,162721,1
110643,s,네 회 수접수는 내려드렸으나 기사님 마다 상황이 다르기 때문에 확답드리기 어려운 점 양해 부탁드립니다.,교환|반품|환불_일반_질문,162721,2
110644,c,연결봉만 교환되나요?,교환|반품|환불_일반_질문,119394,1
110645,s,봉만 보내주시면 교환해서 발송해 드리겠습니다.,교환|반품|환불_일반_질문,119394,2
110646,c,1개가 불량이네 요충전이 안 된다고 경고 뜨고 충전이 진행 안 됩니다 반품을 해냐 하나요?,교환|반품|환불_일반_질문,366763,1
110647,s,불량 상품 수거 없이 1개 재발송하겠습니다.,교환|반품|환불_일반_질문,366763,2
110648,c,하나 제품 2개 중 하나가 스프링이 이상한가 딱딱 소리가 나면서 자꾸 끊기면서 멈추네요. 혹시 교환 가능한가요?,교환|반품|환불_일반_질문,305509,1
110649,s,최대한 빨리 해당 부분에 대해서 재발송 처리를 해드리도록 하겠습니다.,교환|반품|환불_일반_질문,305509,2
110650,c,3.5미터 9900원 충전을 이제 터서해보는 데 충전선이 불량인지 충전이 됐다 안됐다 하는데 교환되나요?,교환|반품|환불_일반_질문,268486,1
110651,s,해당 불량인 상품만 포장부탁드립니다. 본래 기간 7일 이내까지만 무상으로 처리 가능하나 주말 제외 7일까지 인 부분으로 하여 처리 도움 드리겠습니다.,교환|반품|환불_일반_질문,268486,2
110652,c,언제쯤 처리되나요?,교환|반품|환불_일반_질문,203732,1
110653,s,문의하신상품은 반품 완료로 확인됩니다,교환|반품|환불_일반_질문,203732,2
110654,c,반품을 하고 재구매하라고 하셨는데 이미 교환신청으로 토요일 저녘에 택배사에서 가지고 갔는데 교환신청을 반품으로 바꿔주실 수 있습니까?,교환|반품|환불_일반_질문,204981,1
110655,s,해당 건입고되면 확인 후 환불로 진행도와 드리겠습니다. 확인 감사합니다.,교환|반품|환불_일반_질문,204981,2
110656,c,제가 저번에도 여기에서 재생토너 구입했었는데 그 토너로 맞교환 가능한가요?,교환|반품|환불_일반_질문,134105,1
110657,s,저희 제품을 이용하셨을 경우 맞교환이 가능하십니다 다만 삼성 로고가 있는 동일 모델 동일수량이 여야 하며 개조 파손이 아닌 경우 맞교환이 가능합니다.,교환|반품|환불_일반_질문,134105,2
110658,c,오배송했으면 맞교환으로 보내줘야 하는 거 아닌가요?,교환|반품|환불_일반_질문,258018,1
110659,s,많은 제품 발송 처리를 하면서 이러한 실수가 발생한 거 같습니다,교환|반품|환불_일반_질문,258018,2
110660,c,환불 비용 6000원 입금했는데 왜 반품 완료 안 해주시나요?,교환|반품|환불_일반_질문,322752,1
110661,s,네 말씀하신 데 로 고객님성함으로 입금내역이 확인이 안 되고 있습니다. 다른 분성함으로 입금하셨으면 어느 분 이름으로 입금하셨는지와 언제 입금하셨는지 알려주시면 확인 후 처리도와 드리겠습니다.,교환|반품|환불_일반_질문,322752,2
110662,c,어렵게 설치했는데 C센서 하나가 불량이네요 교환해야 하는 건가요?,교환|반품|환불_일반_질문,296802,1
110663,s,오늘 센서 하나 보내드릴게요.,교환|반품|환불_일반_질문,296802,2
110664,c,교환신청했는데 왜 택배기사님은 안 오시나요?,교환|반품|환불_일반_질문,225149,1
110665,s,현재 재고가 없어서 출고가 안 되서 교환 접수 먼저 해드리겠습니다.,교환|반품|환불_일반_질문,225149,2
110666,c,드럼은 맞교환 불가능한가요?,교환|반품|환불_일반_질문,184884,1
110667,s,드럼은 맞교환 대상이 아닙니다.,교환|반품|환불_일반_질문,184884,2
110668,c,주문한 거 오늘 되서 받았는데 3개 중 1개가 충전이 안 됩니다 나머지 두 개는 그래도 잘 되는데 1개만 교환신청해야 하나요?,교환|반품|환불_일반_질문,389724,1
110669,s,사용이 어려운 케이블은 별도로 수거하지 않으며 금일 케이블 1개 재발송하도록 하겠습니다.,교환|반품|환불_일반_질문,389724,2
110670,c,전기만 지시는 분한테 가져가서 물어봤는데 고장이 난 거라고 하네요 반품되나요?,교환|반품|환불_일반_질문,247475,1
110671,s,고객님의 반품 건은 확인되었으며 신속히 처리토록 하겠습니다. 당사에 반품 택배 도착 후 당사 기술부에서 제품에 대한 정밀 검토 후 문제가 없다는 결론 시에는 죄송하지만 왕복 택배비는 고객님께서 부담하셔야 하는 점양지하여 주시기 바랍니다.,교환|반품|환불_일반_질문,247475,2
110672,c,3월 11일 교환품 배송 완료로 나오는 대처리가 어떻게 진행되고 있나요?,교환|반품|환불_일반_질문,223139,1
110673,s,보내주신 상품이 14일 반품 상품 입고 처리되었구요금 일상품 재발송 예정이며 내일 상품받아 보실 수 있으세요.,교환|반품|환불_일반_질문,223139,2
110674,c,미디움 2단 145를 주문했어야 했는데 미니 2단 145로 잘못 주문했습니다 교환 및 추가 결제 가능할까요?,교환|반품|환불_일반_질문,114381,1
110675,s,네 미니 제품 반품 접수해주시고 미디움 제품 새로 구매해 주시면 보다 빠르게 교환 가능합니다.,교환|반품|환불_일반_질문,114381,2
110676,c,환불 관련 잭이 안 맞아서 환불하려고 하는데 그냥 착불로 보내면 되나요?,교환|반품|환불_일반_질문,230451,1
